;0;1
0;0.0;9.0
1;30.0;9.0
2;60.0;0.0
3;90.0;0.0
4;120.0;0.0
5;150.0;0.0
6;180.0;0.0
7;210.0;0.0
8;240.0;0.0
9;270.0;0.0
10;300.0;0.0
11;330.0;0.0
12;360.0;0.0
13;390.0;0.0
14;420.0;0.0
15;450.0;0.0
16;480.0;0.0
17;510.0;0.0
18;540.0;0.0
19;570.0;0.0
20;600.0;0.0
21;630.0;0.0
22;660.0;0.0
23;690.0;0.0
24;720.0;0.0
25;750.0;0.0
26;780.0;0.0
27;810.0;0.0
28;840.0;1.0
29;870.0;0.0
30;900.0;1.0
31;930.0;0.0
32;960.0;0.0
33;990.0;0.0
34;1020.0;0.0
35;1050.0;0.0
36;1080.0;1.0
37;1110.0;1.0
38;1140.0;1.0
39;1170.0;1.0
40;1200.0;0.0
41;1230.0;2.0
42;1260.0;2.0
43;1290.0;0.0
44;1320.0;1.0
45;1350.0;2.0
46;1380.0;2.0
47;1410.0;2.0
48;1440.0;2.0
49;1470.0;2.0
50;1500.0;2.0
51;1530.0;2.0
52;1560.0;2.0
53;1590.0;2.0
54;1620.0;2.0
55;1650.0;2.0
56;1680.0;2.0
57;1710.0;2.0
58;1740.0;2.0
59;1770.0;2.0
60;1800.0;2.0
61;1830.0;2.0
62;1860.0;3.0
63;1890.0;3.0
64;1920.0;3.0
65;1950.0;0.0
66;1980.0;0.0
67;2010.0;1.0
68;2040.0;1.0
69;2070.0;2.0
70;2100.0;0.0
71;2130.0;1.0
72;2160.0;2.0
73;2190.0;2.0
74;2220.0;2.0
75;2250.0;2.0
76;2280.0;2.0
77;2310.0;2.0
78;2340.0;2.0
79;2370.0;2.0
80;2400.0;2.0
81;2430.0;2.0
82;2460.0;2.0
83;2490.0;2.0
84;2520.0;2.0
85;2550.0;2.0
86;2580.0;3.0
87;2610.0;2.0
88;2640.0;3.0
89;2670.0;3.0
90;2700.0;3.0
91;2730.0;3.0
92;2760.0;3.0
93;2790.0;3.0
94;2820.0;3.0
95;2850.0;4.0
96;2880.0;4.0
97;2910.0;4.0
98;2940.0;4.0
99;2970.0;4.0
100;3000.0;4.0
101;3030.0;4.0
102;3060.0;4.0
103;3090.0;4.0
104;3120.0;4.0
105;3150.0;4.0
106;3180.0;4.0
107;3210.0;4.0
108;3240.0;1.0
109;3270.0;1.0
110;3300.0;2.0
111;3330.0;2.0
112;3360.0;2.0
113;3390.0;2.0
114;3420.0;2.0
115;3450.0;2.0
116;3480.0;3.0
117;3510.0;2.0
118;3540.0;3.0
119;3570.0;3.0
120;3600.0;3.0
121;3630.0;3.0
122;3660.0;3.0
123;3690.0;4.0
124;3720.0;4.0
125;3750.0;4.0
126;3780.0;4.0
127;3810.0;4.0
128;3840.0;4.0
129;3870.0;4.0
130;3900.0;4.0
131;3930.0;4.0
132;3960.0;4.0
133;3990.0;4.0
134;4020.0;4.0
135;4050.0;4.0
136;4080.0;4.0
137;4110.0;4.0
138;4140.0;4.0
139;4170.0;4.0
140;4200.0;4.0
141;4230.0;4.0
142;4260.0;4.0
143;4290.0;4.0
144;4320.0;4.0
145;4350.0;4.0
146;4380.0;4.0
147;4410.0;4.0
148;4440.0;4.0
149;4470.0;4.0
150;4500.0;4.0
151;4530.0;4.0
152;4560.0;4.0
153;4590.0;4.0
154;4620.0;3.0
155;4650.0;3.0
156;4680.0;2.0
157;4710.0;2.0
158;4740.0;2.0
159;4770.0;2.0
160;4800.0;0.0
161;4830.0;2.0
162;4860.0;2.0
163;4890.0;2.0
164;4920.0;2.0
165;4950.0;2.0
166;4980.0;2.0
167;5010.0;2.0
168;5040.0;2.0
169;5070.0;2.0
170;5100.0;2.0
171;5130.0;2.0
172;5160.0;2.0
173;5190.0;2.0
174;5220.0;2.0
175;5250.0;1.0
176;5280.0;1.0
177;5310.0;1.0
178;5340.0;1.0
179;5370.0;5.0
180;5400.0;5.0
181;5430.0;5.0
182;5460.0;5.0
183;5490.0;5.0
184;5520.0;1.0
185;5550.0;5.0
186;5580.0;5.0
187;5610.0;5.0
188;5640.0;5.0
189;5670.0;5.0
190;5700.0;5.0
191;5730.0;2.0
192;5760.0;5.0
193;5790.0;5.0
194;5820.0;5.0
195;5850.0;5.0
196;5880.0;5.0
197;5910.0;5.0
198;5940.0;5.0
199;5970.0;5.0
200;6000.0;5.0
201;6030.0;5.0
202;6060.0;5.0
203;6090.0;5.0
204;6120.0;5.0
205;6150.0;5.0
206;6180.0;5.0
207;6210.0;5.0
208;6240.0;5.0
209;6270.0;5.0
210;6300.0;1.0
211;6330.0;2.0
212;6360.0;2.0
213;6390.0;2.0
214;6420.0;2.0
215;6450.0;2.0
216;6480.0;2.0
217;6510.0;2.0
218;6540.0;2.0
219;6570.0;2.0
220;6600.0;0.0
221;6630.0;0.0
222;6660.0;0.0
223;6690.0;0.0
224;6720.0;0.0
225;6750.0;0.0
226;6780.0;0.0
227;6810.0;1.0
228;6840.0;2.0
229;6870.0;2.0
230;6900.0;2.0
231;6930.0;2.0
232;6960.0;2.0
233;6990.0;2.0
234;7020.0;2.0
235;7050.0;2.0
236;7080.0;2.0
237;7110.0;2.0
238;7140.0;2.0
239;7170.0;2.0
240;7200.0;2.0
241;7230.0;2.0
242;7260.0;2.0
243;7290.0;2.0
244;7320.0;2.0
245;7350.0;2.0
246;7380.0;2.0
247;7410.0;2.0
248;7440.0;2.0
249;7470.0;2.0
250;7500.0;2.0
251;7530.0;2.0
252;7560.0;2.0
253;7590.0;3.0
254;7620.0;2.0
255;7650.0;2.0
256;7680.0;2.0
257;7710.0;2.0
258;7740.0;3.0
259;7770.0;3.0
260;7800.0;3.0
261;7830.0;3.0
262;7860.0;3.0
263;7890.0;3.0
264;7920.0;3.0
265;7950.0;3.0
266;7980.0;3.0
267;8010.0;3.0
268;8040.0;3.0
269;8070.0;4.0
270;8100.0;3.0
271;8130.0;4.0
272;8160.0;4.0
273;8190.0;4.0
274;8220.0;4.0
275;8250.0;4.0
276;8280.0;4.0
277;8310.0;4.0
278;8340.0;4.0
279;8370.0;4.0
280;8400.0;4.0
281;8430.0;4.0
282;8460.0;4.0
283;8490.0;4.0
284;8520.0;4.0
285;8550.0;4.0
286;8580.0;4.0
287;8610.0;4.0
288;8640.0;4.0
289;8670.0;4.0
290;8700.0;4.0
291;8730.0;4.0
292;8760.0;4.0
293;8790.0;4.0
294;8820.0;4.0
295;8850.0;4.0
296;8880.0;4.0
297;8910.0;4.0
298;8940.0;3.0
299;8970.0;3.0
300;9000.0;3.0
301;9030.0;3.0
302;9060.0;3.0
303;9090.0;3.0
304;9120.0;3.0
305;9150.0;3.0
306;9180.0;3.0
307;9210.0;4.0
308;9240.0;4.0
309;9270.0;4.0
310;9300.0;4.0
311;9330.0;4.0
312;9360.0;4.0
313;9390.0;4.0
314;9420.0;4.0
315;9450.0;4.0
316;9480.0;4.0
317;9510.0;4.0
318;9540.0;4.0
319;9570.0;1.0
320;9600.0;2.0
321;9630.0;2.0
322;9660.0;2.0
323;9690.0;2.0
324;9720.0;2.0
325;9750.0;2.0
326;9780.0;2.0
327;9810.0;2.0
328;9840.0;2.0
329;9870.0;2.0
330;9900.0;2.0
331;9930.0;2.0
332;9960.0;2.0
333;9990.0;2.0
334;10020.0;2.0
335;10050.0;2.0
336;10080.0;2.0
337;10110.0;2.0
338;10140.0;2.0
339;10170.0;2.0
340;10200.0;2.0
341;10230.0;2.0
342;10260.0;2.0
343;10290.0;2.0
344;10320.0;2.0
345;10350.0;2.0
346;10380.0;2.0
347;10410.0;2.0
348;10440.0;2.0
349;10470.0;2.0
350;10500.0;3.0
351;10530.0;3.0
352;10560.0;3.0
353;10590.0;3.0
354;10620.0;2.0
355;10650.0;3.0
356;10680.0;3.0
357;10710.0;3.0
358;10740.0;3.0
359;10770.0;3.0
360;10800.0;3.0
361;10830.0;3.0
362;10860.0;3.0
363;10890.0;3.0
364;10920.0;4.0
365;10950.0;4.0
366;10980.0;4.0
367;11010.0;4.0
368;11040.0;4.0
369;11070.0;4.0
370;11100.0;4.0
371;11130.0;4.0
372;11160.0;4.0
373;11190.0;4.0
374;11220.0;4.0
375;11250.0;4.0
376;11280.0;4.0
377;11310.0;4.0
378;11340.0;4.0
379;11370.0;4.0
380;11400.0;4.0
381;11430.0;4.0
382;11460.0;4.0
383;11490.0;4.0
384;11520.0;3.0
385;11550.0;2.0
386;11580.0;2.0
387;11610.0;6.0
388;11640.0;1.0
389;11670.0;2.0
390;11700.0;2.0
391;11730.0;5.0
392;11760.0;1.0
393;11790.0;2.0
394;11820.0;2.0
395;11850.0;2.0
396;11880.0;2.0
397;11910.0;2.0
398;11940.0;5.0
399;11970.0;5.0
400;12000.0;1.0
401;12030.0;5.0
402;12060.0;5.0
403;12090.0;5.0
404;12120.0;2.0
405;12150.0;2.0
406;12180.0;5.0
407;12210.0;5.0
408;12240.0;5.0
409;12270.0;5.0
410;12300.0;0.0
411;12330.0;5.0
412;12360.0;5.0
413;12390.0;5.0
414;12420.0;5.0
415;12450.0;5.0
416;12480.0;5.0
417;12510.0;5.0
418;12540.0;2.0
419;12570.0;2.0
420;12600.0;2.0
421;12630.0;5.0
422;12660.0;5.0
423;12690.0;1.0
424;12720.0;2.0
425;12750.0;2.0
426;12780.0;2.0
427;12810.0;2.0
428;12840.0;2.0
429;12870.0;2.0
430;12900.0;2.0
431;12930.0;2.0
432;12960.0;0.0
433;12990.0;0.0
434;13020.0;2.0
435;13050.0;2.0
436;13080.0;2.0
437;13110.0;2.0
438;13140.0;2.0
439;13170.0;0.0
440;13200.0;0.0
441;13230.0;0.0
442;13260.0;0.0
443;13290.0;0.0
444;13320.0;0.0
445;13350.0;0.0
446;13380.0;0.0
447;13410.0;0.0
448;13440.0;0.0
449;13470.0;0.0
450;13500.0;0.0
451;13530.0;0.0
452;13560.0;0.0
453;13590.0;0.0
454;13620.0;1.0
455;13650.0;1.0
456;13680.0;1.0
457;13710.0;2.0
458;13740.0;2.0
459;13770.0;2.0
460;13800.0;2.0
461;13830.0;2.0
462;13860.0;2.0
463;13890.0;2.0
464;13920.0;2.0
465;13950.0;2.0
466;13980.0;2.0
467;14010.0;2.0
468;14040.0;2.0
469;14070.0;2.0
470;14100.0;2.0
471;14130.0;2.0
472;14160.0;2.0
473;14190.0;2.0
474;14220.0;2.0
475;14250.0;1.0
476;14280.0;2.0
477;14310.0;2.0
478;14340.0;2.0
479;14370.0;2.0
480;14400.0;2.0
481;14430.0;1.0
482;14460.0;2.0
483;14490.0;2.0
484;14520.0;2.0
485;14550.0;2.0
486;14580.0;2.0
487;14610.0;2.0
488;14640.0;2.0
489;14670.0;2.0
490;14700.0;2.0
491;14730.0;2.0
492;14760.0;2.0
493;14790.0;2.0
494;14820.0;2.0
495;14850.0;2.0
496;14880.0;2.0
497;14910.0;2.0
498;14940.0;2.0
499;14970.0;2.0
500;15000.0;2.0
501;15030.0;2.0
502;15060.0;2.0
503;15090.0;2.0
504;15120.0;2.0
505;15150.0;2.0
506;15180.0;2.0
507;15210.0;2.0
508;15240.0;2.0
509;15270.0;2.0
510;15300.0;2.0
511;15330.0;2.0
512;15360.0;2.0
513;15390.0;2.0
514;15420.0;2.0
515;15450.0;2.0
516;15480.0;2.0
517;15510.0;2.0
518;15540.0;2.0
519;15570.0;2.0
520;15600.0;2.0
521;15630.0;2.0
522;15660.0;2.0
523;15690.0;2.0
524;15720.0;2.0
525;15750.0;2.0
526;15780.0;2.0
527;15810.0;2.0
528;15840.0;2.0
529;15870.0;2.0
530;15900.0;2.0
531;15930.0;2.0
532;15960.0;2.0
533;15990.0;2.0
534;16020.0;2.0
535;16050.0;2.0
536;16080.0;2.0
537;16110.0;2.0
538;16140.0;5.0
539;16170.0;2.0
540;16200.0;5.0
541;16230.0;5.0
542;16260.0;5.0
543;16290.0;5.0
544;16320.0;5.0
545;16350.0;5.0
546;16380.0;5.0
547;16410.0;5.0
548;16440.0;5.0
549;16470.0;5.0
550;16500.0;5.0
551;16530.0;5.0
552;16560.0;5.0
553;16590.0;5.0
554;16620.0;5.0
555;16650.0;5.0
556;16680.0;1.0
557;16710.0;5.0
558;16740.0;5.0
559;16770.0;5.0
560;16800.0;5.0
561;16830.0;1.0
562;16860.0;5.0
563;16890.0;0.0
564;16920.0;0.0
565;16950.0;0.0
566;16980.0;2.0
567;17010.0;1.0
568;17040.0;2.0
569;17070.0;2.0
570;17100.0;2.0
571;17130.0;1.0
572;17160.0;2.0
573;17190.0;2.0
574;17220.0;5.0
575;17250.0;5.0
576;17280.0;5.0
577;17310.0;5.0
578;17340.0;5.0
579;17370.0;5.0
580;17400.0;5.0
581;17430.0;5.0
582;17460.0;5.0
583;17490.0;5.0
584;17520.0;1.0
585;17550.0;1.0
586;17580.0;5.0
587;17610.0;1.0
588;17640.0;5.0
589;17670.0;5.0
590;17700.0;5.0
591;17730.0;5.0
592;17760.0;5.0
593;17790.0;5.0
594;17820.0;1.0
595;17850.0;5.0
596;17880.0;5.0
597;17910.0;5.0
598;17940.0;5.0
599;17970.0;5.0
600;18000.0;5.0
601;18030.0;0.0
602;18060.0;0.0
603;18090.0;5.0
604;18120.0;5.0
605;18150.0;5.0
606;18180.0;5.0
607;18210.0;5.0
608;18240.0;5.0
609;18270.0;5.0
610;18300.0;1.0
611;18330.0;1.0
612;18360.0;5.0
613;18390.0;5.0
614;18420.0;5.0
615;18450.0;5.0
616;18480.0;5.0
617;18510.0;5.0
618;18540.0;5.0
619;18570.0;5.0
620;18600.0;5.0
621;18630.0;5.0
622;18660.0;5.0
623;18690.0;5.0
624;18720.0;5.0
625;18750.0;5.0
626;18780.0;5.0
627;18810.0;5.0
628;18840.0;5.0
629;18870.0;5.0
630;18900.0;5.0
631;18930.0;1.0
632;18960.0;1.0
633;18990.0;5.0
634;19020.0;5.0
635;19050.0;0.0
636;19080.0;1.0
637;19110.0;1.0
638;19140.0;1.0
639;19170.0;1.0
640;19200.0;2.0
641;19230.0;5.0
642;19260.0;5.0
643;19290.0;5.0
644;19320.0;5.0
645;19350.0;5.0
646;19380.0;5.0
647;19410.0;5.0
648;19440.0;5.0
649;19470.0;5.0
650;19500.0;5.0
651;19530.0;5.0
652;19560.0;5.0
653;19590.0;5.0
654;19620.0;5.0
655;19650.0;5.0
656;19680.0;5.0
657;19710.0;5.0
658;19740.0;5.0
659;19770.0;5.0
660;19800.0;5.0
661;19830.0;5.0
662;19860.0;5.0
663;19890.0;5.0
664;19920.0;5.0
665;19950.0;5.0
666;19980.0;5.0
667;20010.0;0.0
668;20040.0;1.0
669;20070.0;1.0
670;20100.0;1.0
671;20130.0;1.0
672;20160.0;1.0
673;20190.0;2.0
674;20220.0;2.0
675;20250.0;2.0
676;20280.0;1.0
677;20310.0;2.0
678;20340.0;1.0
679;20370.0;5.0
680;20400.0;5.0
681;20430.0;2.0
682;20460.0;1.0
683;20490.0;2.0
684;20520.0;2.0
685;20550.0;2.0
686;20580.0;1.0
687;20610.0;2.0
688;20640.0;2.0
689;20670.0;2.0
690;20700.0;2.0
691;20730.0;2.0
692;20760.0;2.0
693;20790.0;1.0
694;20820.0;2.0
695;20850.0;2.0
696;20880.0;2.0
697;20910.0;2.0
698;20940.0;2.0
699;20970.0;2.0
700;21000.0;2.0
701;21030.0;2.0
702;21060.0;2.0
703;21090.0;2.0
704;21120.0;2.0
705;21150.0;1.0
706;21180.0;2.0
707;21210.0;2.0
708;21240.0;2.0
709;21270.0;2.0
710;21300.0;2.0
711;21330.0;2.0
712;21360.0;2.0
713;21390.0;2.0
714;21420.0;2.0
715;21450.0;2.0
716;21480.0;2.0
717;21510.0;2.0
718;21540.0;2.0
719;21570.0;2.0
720;21600.0;2.0
721;21630.0;2.0
722;21660.0;2.0
723;21690.0;2.0
724;21720.0;2.0
725;21750.0;2.0
726;21780.0;2.0
727;21810.0;2.0
728;21840.0;2.0
729;21870.0;2.0
730;21900.0;2.0
731;21930.0;2.0
732;21960.0;2.0
733;21990.0;3.0
734;22020.0;3.0
735;22050.0;2.0
736;22080.0;3.0
737;22110.0;3.0
738;22140.0;3.0
739;22170.0;3.0
740;22200.0;3.0
741;22230.0;3.0
742;22260.0;3.0
743;22290.0;3.0
744;22320.0;3.0
745;22350.0;3.0
746;22380.0;3.0
747;22410.0;3.0
748;22440.0;3.0
749;22470.0;3.0
750;22500.0;2.0
751;22530.0;3.0
752;22560.0;3.0
753;22590.0;3.0
754;22620.0;3.0
755;22650.0;3.0
756;22680.0;3.0
757;22710.0;3.0
758;22740.0;3.0
759;22770.0;3.0
760;22800.0;3.0
761;22830.0;3.0
762;22860.0;4.0
763;22890.0;3.0
764;22920.0;3.0
765;22950.0;3.0
766;22980.0;3.0
767;23010.0;3.0
768;23040.0;3.0
769;23070.0;3.0
770;23100.0;3.0
771;23130.0;6.0
772;23160.0;1.0
773;23190.0;1.0
774;23220.0;1.0
775;23250.0;2.0
776;23280.0;2.0
777;23310.0;2.0
778;23340.0;2.0
779;23370.0;2.0
780;23400.0;2.0
781;23430.0;2.0
782;23460.0;2.0
783;23490.0;2.0
784;23520.0;2.0
785;23550.0;2.0
786;23580.0;5.0
787;23610.0;5.0
788;23640.0;5.0
789;23670.0;5.0
790;23700.0;5.0
791;23730.0;5.0
792;23760.0;5.0
793;23790.0;5.0
794;23820.0;5.0
795;23850.0;5.0
796;23880.0;5.0
797;23910.0;5.0
798;23940.0;1.0
799;23970.0;1.0
800;24000.0;1.0
801;24030.0;5.0
802;24060.0;5.0
803;24090.0;5.0
804;24120.0;5.0
805;24150.0;1.0
806;24180.0;1.0
807;24210.0;5.0
808;24240.0;5.0
809;24270.0;1.0
810;24300.0;5.0
811;24330.0;5.0
812;24360.0;5.0
813;24390.0;5.0
814;24420.0;5.0
815;24450.0;5.0
816;24480.0;5.0
817;24510.0;5.0
818;24540.0;5.0
819;24570.0;5.0
820;24600.0;5.0
821;24630.0;1.0
822;24660.0;1.0
823;24690.0;1.0
824;24720.0;1.0
825;24750.0;0.0
826;24780.0;0.0
827;24810.0;2.0
828;24840.0;2.0
829;24870.0;2.0
830;24900.0;2.0
831;24930.0;2.0
832;24960.0;1.0
833;24990.0;5.0
834;25020.0;5.0
835;25050.0;5.0
836;25080.0;5.0
837;25110.0;1.0
838;25140.0;0.0
839;25170.0;6.0
840;25200.0;0.0
841;25230.0;0.0
842;25260.0;0.0
843;25290.0;0.0
844;25320.0;0.0
845;25350.0;0.0
846;25380.0;0.0
847;25410.0;0.0
848;25440.0;0.0
849;25470.0;0.0
850;25500.0;0.0
851;25530.0;0.0
852;25560.0;0.0
853;25590.0;0.0
854;25620.0;0.0
855;25650.0;0.0
856;25680.0;0.0
857;25710.0;0.0
858;25740.0;0.0
859;25770.0;0.0
860;25800.0;0.0
861;25830.0;0.0
862;25860.0;0.0
863;25890.0;0.0
864;25920.0;0.0
865;25950.0;0.0
866;25980.0;0.0
867;26010.0;0.0
868;26040.0;0.0
869;26070.0;0.0
870;26100.0;0.0
871;26130.0;0.0
872;26160.0;0.0
873;26190.0;0.0
874;26220.0;0.0
875;26250.0;0.0
876;26280.0;0.0
877;26310.0;0.0
878;26340.0;0.0
879;26370.0;0.0
880;26400.0;0.0
881;26430.0;0.0
882;26460.0;0.0
883;26490.0;0.0
884;26520.0;0.0
885;26550.0;0.0
886;26580.0;0.0
887;26610.0;9.0
